"","F238","F256","F262","F175","FB78","F146","F198","F142","F276","1651","CTS4","F165","F246","RTM4","F237","F239","F153","FB15","F236","F284","FB02","FB27","BOXR","F164","F242","F258","FB20","ULYS","F209","F159","F233","F222","F220","F228","C114","F179","FB11","F187","F197","F243","F270","F280","FB90","1092","1316","F109","F131","1231","F123","F199","F266","F254","FB44","F110","SOLB","WLET","C258","C935","F221","F252","FB25","F108","F194","SCSM","LNLD","STE1","TNBP","F264","F196","F268","ORNG","F234","F247","1315","FB10","FB66","1753","F278","FB07","C548","C655","FB54","FB65","PSDQ","1253","F125","F148","HOV2","HOVC","1511","F151","F126","F162","F227","F272","F138","F213","F241","F133","F245","HAIR","HLP4","F135","C555","F282","FB33","FB55","F128","FB92","F173","F250","F137","F235","C874","FB87","B053","F224","RTM5","RTMW","1494","DAB1","DABL","PSC3","F205","MPTB","RY34","BRD3","C798","FB79","F207","C835","DAFT","F248","JOSC","FB28","C911","F217","TDTC","ULY2","1673","1711","AMV1","AMVM","F167","F171","LNL1","FB35","SCS1","HWK3","IKN2","4C4C","HBM3","HBMB","F190","HOVA","ZELD","ZEL2","2253","F223","F225","LNCC","WENT","F113","F274","F178","F188","NIP2","BIK2","BIKO","MTBG","MUC4","MUCH","2193","F219","1495","F149","F229","LNPF","2151","F215","F232","F155","PSC6","F211","AMTS","PRST","TKID","C834","F182","F154","F102","HIQQ","SCS2","CMRS","LNC2","LNPC","ULY3","MLVN","JETY","F240","1414","C912","C991","F141","F176","F185","HITS","1134","1317","FRN3","FRNG","HSN4","HSNS","F114","1454","LIZ1","STEW","MORN","GRGO","HSN3","B207","OIEA","PRF2","YOKE","ZEDC","1992","BKHO","BNST","PHL2","CATW","LIZD","PRFR","MJM2","F158","F231","1791","2091","4NIC","BNDS","BTWO","CASA","CENT","HAAK","HVT1","HVTI","J001","NIGT","PMTI","BUBB","GPHK","VCRO","BOO3","BOOT","PNB3","PNBT","UND2","UNDG","VSTH","YANK","RTM3","JPJK","GADG","PFYT","PIHI","RNMK","HVMS","CW32","CWM3","HBM4","MANT","HMLC","BBLN","HOKA","TRIM","1593","DAB2","C330","PSC5","TCT1","1456","F180","HMLT","M145","MEAD","MIDF","MTSS","Q5LA","BLNK","HLPC","B023","LDM3","SIMP","TDTL","2152","2194","SGL1","ATMM","BASH","GRW2","B531","1496","FZJS","NYDT","TCTV","2231","CL-4942","ENM2","LBHL","R27L","MORB","NKAL","SQBT","LYFN","TRIF","1674","KNNN","F193","BRAN","BRN1","NADW","MFLC","GUPN","MM72","LWHP","RTM2","GRWW","JBAK","WLDC","RCNM","DAIN","1556","F249","BBRD","L108","PHIL","FFCH","SPEG","CRUM","LLLN","SNOT","BARE","NEWT","OCTV","LCKL","WRTH","QECD","WTKN"
"CTS4",23,27,27,53,36,47,26,37,35,18,0,19,36,14,23,23,21,23,24,32,23,31,20,29,31,32,34,10,39,50,40,40,15,29,40,73,40,51,56,55,34,49,34,37,41,43,55,54,54,31,42,19,19,19,16,9,33,24,29,28,33,10,8,10,22,9,7,21,35,35,7,19,52,31,25,12,27,27,27,59,45,60,45,9,29,29,51,7,6,33,32,12,12,28,32,57,53,43,45,46,19,20,46,56,45,55,55,32,30,38,41,39,28,16,16,17,9,9,10,14,11,19,5,13,17,22,6,22,24,36,16,7,14,4,12,19,21,20,14,17,8,18,21,18,12,17,13,23,20,11,13,6,8,8,6,7,8,14,13,12,18,14,37,28,30,30,9,9,9,10,9,9,14,12,9,10,25,11,27,50,24,47,7,25,7,7,7,27,26,7,11,11,17,16,12,12,8,10,8,8,8,12,13,8,23,5,14,35,48,31,31,8,8,11,6,5,6,6,13,6,7,8,9,6,7,23,9,5,5,4,6,4,6,6,4,36,28,4,4,6,5,8,4,9,10,5,7,6,7,5,5,6,6,7,7,6,7,6,7,10,6,4,7,6,6,5,8,8,7,6,3,2,2,3,30,14,35,5,9,8,4,6,8,4,4,4,4,5,8,9,8,6,15,38,9,5,6,6,5,11,8,7,9,7,11,7,4,4,5,4,5,4,5,5,9,4,7,10,10,7,5,5,4,4,6,5,4,4,4,4,12,4,6,5,6,4,6,5,4,4,4,5,4,4,4,4,4
"F165",38,42,42,68,51,58,37,52,50,3,19,0,51,29,38,38,36,38,39,43,38,42,35,44,46,47,49,25,52,65,55,51,26,40,51,88,51,66,71,70,49,64,49,52,56,58,70,69,69,46,57,34,34,34,31,24,48,39,44,43,48,25,23,25,37,24,22,36,50,50,22,34,67,46,40,27,42,36,36,74,56,75,56,22,44,44,64,22,21,48,47,27,27,43,47,72,68,58,54,55,34,35,61,69,60,70,68,47,45,53,56,54,43,31,31,32,24,24,25,29,26,34,20,28,32,37,21,37,39,51,31,22,29,19,27,34,36,35,29,32,23,33,36,33,27,32,28,38,35,26,28,21,23,23,21,22,23,29,28,27,33,29,46,43,45,45,24,24,24,25,24,24,29,25,24,25,40,26,42,65,39,62,22,40,22,22,22,42,41,20,26,26,32,31,27,27,23,25,23,23,23,27,28,23,36,20,29,44,63,46,46,23,23,26,19,20,21,21,28,21,22,23,24,21,22,38,24,20,20,19,21,19,21,21,19,51,41,19,19,21,20,23,19,24,25,20,22,21,22,20,20,21,21,22,22,21,22,21,22,25,21,19,22,21,21,20,21,21,22,21,20,19,19,20,45,29,50,18,24,21,19,19,21,19,19,19,19,20,23,24,23,21,30,53,22,20,21,21,20,26,23,22,24,22,26,22,19,19,20,19,20,19,20,20,24,19,22,25,25,22,20,20,19,19,19,20,19,19,19,19,27,19,21,20,21,19,21,20,19,19,19,20,19,19,19,17,17
"F246",53,53,53,83,66,77,56,67,65,50,36,51,0,44,53,53,51,53,54,60,53,59,50,59,61,62,64,40,69,78,68,70,45,59,68,101,68,73,74,73,34,69,34,67,71,71,85,82,82,61,64,49,49,49,46,39,63,54,59,56,63,40,38,40,52,39,37,51,61,61,37,49,82,55,55,42,57,57,57,87,67,88,67,39,59,59,81,37,36,63,62,42,42,54,54,83,75,61,69,70,49,50,76,82,73,83,81,58,56,60,65,65,54,46,46,47,39,39,40,44,41,49,35,43,47,52,36,52,54,64,46,37,44,34,42,49,51,50,44,47,38,48,51,48,42,47,43,53,50,41,43,34,38,38,36,37,38,44,43,42,48,44,65,54,60,60,39,39,39,40,39,39,44,42,39,40,55,41,57,80,44,75,37,55,37,37,37,57,56,37,41,41,47,46,42,42,38,40,38,38,38,42,43,38,51,35,44,63,78,61,61,38,38,41,36,35,36,36,43,36,37,38,39,36,37,53,39,35,35,34,36,34,36,36,34,64,58,34,34,36,35,38,34,39,40,35,37,36,37,35,35,36,36,37,37,36,37,36,37,40,36,34,37,36,36,35,38,38,37,36,35,34,34,35,60,44,63,35,39,38,34,36,38,34,34,34,34,35,38,39,38,36,43,68,39,35,36,36,35,41,38,37,39,37,41,37,34,34,35,34,35,34,35,35,39,34,37,40,40,37,35,35,34,34,36,35,34,34,34,34,42,34,36,35,36,34,36,35,34,34,34,35,34,34,34,34,34
"RTM4",31,35,35,61,44,55,34,45,43,28,14,29,44,0,31,31,29,31,32,40,31,39,28,37,39,40,42,18,47,58,48,48,23,37,48,81,48,59,64,63,42,57,42,45,49,51,63,62,62,39,50,27,27,27,24,17,41,32,37,36,41,18,16,18,30,17,15,29,43,43,15,27,60,39,33,20,35,35,35,67,53,68,53,17,37,37,59,15,14,41,40,20,20,36,40,65,61,51,53,54,25,26,54,64,53,63,63,40,38,46,49,47,36,24,24,25,15,13,14,22,19,27,13,21,25,30,14,30,32,44,24,15,22,12,20,25,27,26,18,25,16,26,29,26,20,25,21,31,28,19,21,14,16,16,14,15,16,22,21,20,24,22,45,36,38,38,17,17,17,18,17,17,22,20,17,18,33,19,35,58,32,55,15,33,15,15,15,35,34,15,19,19,25,24,20,20,10,18,16,16,16,20,21,16,31,13,22,43,56,39,39,16,16,19,14,13,14,14,21,14,15,16,17,14,15,31,17,13,13,12,14,12,14,14,12,44,36,12,12,14,13,16,12,17,18,13,15,14,15,13,13,14,14,15,15,14,15,14,15,18,14,12,15,14,14,13,16,16,15,14,13,12,12,13,38,22,43,13,17,16,12,14,16,12,12,12,12,13,14,17,16,14,23,46,17,13,14,14,13,19,16,15,17,15,19,15,12,12,13,12,13,12,13,13,17,12,15,18,18,15,13,13,12,12,14,13,12,12,12,12,20,12,14,13,14,12,14,13,12,12,12,13,12,12,12,12,12
"F237",40,44,44,70,53,64,43,32,30,37,23,38,53,31,0,0,38,40,35,49,34,48,27,40,42,39,41,27,56,67,57,57,32,46,57,90,57,66,73,72,51,66,51,54,58,60,70,71,71,48,57,36,36,36,33,26,48,41,46,45,48,27,25,27,39,26,24,38,48,48,24,36,69,48,42,29,44,42,42,76,58,77,58,26,46,46,68,22,21,50,49,29,29,45,49,72,68,58,62,63,30,29,61,73,62,72,72,47,47,55,58,56,43,33,33,28,26,26,27,25,28,28,22,30,34,39,23,39,41,53,33,24,31,21,29,34,38,35,29,34,25,35,38,35,29,34,30,40,29,28,26,23,25,25,23,24,25,29,28,27,31,25,54,45,45,45,26,24,24,27,26,26,31,29,24,21,42,28,44,67,41,64,24,42,24,24,24,36,35,24,26,26,34,29,25,25,25,27,25,23,25,29,30,25,36,22,27,52,63,48,48,25,25,28,23,22,23,23,30,23,24,25,26,23,24,40,26,22,22,21,23,21,23,23,21,53,45,21,21,23,22,25,21,26,27,22,24,23,24,22,22,23,23,24,24,23,24,23,24,25,23,21,24,23,23,22,25,25,24,23,22,21,21,22,47,23,52,22,26,25,21,23,25,21,21,21,21,22,25,26,23,21,32,55,26,22,23,23,22,22,19,24,26,24,26,24,21,21,22,21,22,21,20,22,26,21,24,27,27,24,22,22,21,21,23,22,21,21,21,21,29,21,23,22,21,21,23,22,21,21,21,22,21,21,21,21,21
"F239",40,44,44,70,53,64,43,32,30,37,23,38,53,31,0,0,38,40,35,49,34,48,27,40,42,39,41,27,56,67,57,57,32,46,57,90,57,66,73,72,51,66,51,54,58,60,70,71,71,48,57,36,36,36,33,26,48,41,46,45,48,27,25,27,39,26,24,38,48,48,24,36,69,48,42,29,44,42,42,76,58,77,58,26,46,46,68,22,21,50,49,29,29,45,49,72,68,58,62,63,30,29,61,73,62,72,72,47,47,55,58,56,43,33,33,28,26,26,27,25,28,28,22,30,34,39,23,39,41,53,33,24,31,21,29,34,38,35,29,34,25,35,38,35,29,34,30,40,29,28,26,23,25,25,23,24,25,29,28,27,31,25,54,45,45,45,26,24,24,27,26,26,31,29,24,21,42,28,44,67,41,64,24,42,24,24,24,36,35,24,26,26,34,29,25,25,25,27,25,23,25,29,30,25,36,22,27,52,63,48,48,25,25,28,23,22,23,23,30,23,24,25,26,23,24,40,26,22,22,21,23,21,23,23,21,53,45,21,21,23,22,25,21,26,27,22,24,23,24,22,22,23,23,24,24,23,24,23,24,25,23,21,24,23,23,22,25,25,24,23,22,21,21,22,47,23,52,22,26,25,21,23,25,21,21,21,21,22,25,26,23,21,32,55,26,22,23,23,22,22,19,24,26,24,26,24,21,21,22,21,22,21,20,22,26,21,24,27,27,24,22,22,21,21,23,22,21,21,21,21,29,21,23,22,21,21,23,22,21,21,21,22,21,21,21,21,21
"F153",38,42,40,66,49,62,41,52,50,35,21,36,51,29,38,38,0,10,39,43,38,42,35,44,46,47,49,25,54,65,55,55,30,44,55,88,55,66,71,70,49,64,49,52,56,58,70,67,67,46,57,30,30,34,31,22,42,39,40,43,40,25,23,25,37,24,22,32,50,50,22,34,65,44,40,27,42,42,42,74,60,75,60,24,44,44,66,22,21,48,47,27,27,43,47,72,68,58,60,61,34,35,61,71,60,70,70,47,45,53,56,54,43,31,31,32,24,24,25,29,26,34,20,28,32,37,21,37,39,51,31,22,29,19,27,34,36,35,29,32,23,33,36,33,27,32,28,38,35,26,28,21,23,23,21,22,23,29,28,27,33,29,52,43,45,45,24,24,24,25,24,24,29,27,24,25,40,26,42,65,39,60,22,36,22,22,22,42,41,22,26,26,32,31,27,27,23,25,23,23,23,27,28,23,38,20,29,50,63,46,46,23,23,26,21,20,21,21,28,21,22,23,24,21,22,38,24,20,20,19,21,19,21,21,19,51,43,19,19,21,20,23,19,24,25,20,22,21,22,18,18,21,21,22,22,21,22,21,22,25,21,19,22,21,21,20,23,23,22,21,20,19,19,20,45,29,50,20,24,23,19,21,23,19,19,19,19,20,23,24,23,21,30,53,24,20,21,21,20,26,23,22,24,22,26,22,19,19,20,19,20,19,20,20,24,19,22,25,25,22,20,20,19,19,21,20,19,19,19,19,27,19,21,20,21,19,21,20,19,19,19,20,19,19,19,19,19
"FB15",40,44,42,68,53,64,43,54,52,37,23,38,53,31,40,40,10,0,41,45,40,44,37,46,48,49,51,27,56,67,57,57,32,46,57,90,57,68,73,72,51,66,51,54,58,60,72,69,69,48,59,32,32,36,33,26,46,41,42,45,44,27,25,27,39,26,24,34,50,50,22,36,67,46,42,29,44,44,44,76,62,77,62,26,46,46,68,24,23,50,49,29,29,45,49,74,70,60,62,63,36,37,63,73,62,72,72,49,47,55,58,56,45,33,33,34,26,26,27,31,28,36,22,30,34,39,23,39,41,53,33,24,31,21,29,36,38,37,31,34,25,35,38,35,29,34,30,40,37,28,30,23,25,25,23,24,25,31,30,29,35,31,54,45,47,47,26,26,26,27,26,26,31,29,26,27,42,28,44,67,41,64,24,40,24,24,24,44,43,24,28,28,34,33,29,29,25,27,25,25,25,29,30,25,40,22,31,52,65,48,48,25,25,28,23,22,23,23,30,23,24,25,26,23,24,40,26,22,22,21,23,21,23,23,21,53,45,21,21,23,22,25,21,26,27,22,24,23,24,22,22,23,23,24,24,23,24,23,24,27,23,21,24,23,23,22,25,25,24,23,22,21,21,22,47,31,52,22,26,25,21,23,25,21,21,21,21,22,25,26,25,23,32,55,26,22,23,23,22,28,25,24,26,24,28,24,21,21,22,21,22,21,22,22,26,21,24,27,27,24,22,22,21,21,23,22,21,21,21,21,29,21,23,22,23,21,23,22,21,21,21,22,21,21,21,21,21
"F236",41,45,45,69,54,63,44,43,41,38,24,39,54,32,35,35,39,41,0,46,1,45,34,43,45,26,26,28,57,68,58,58,33,47,58,89,58,69,72,71,50,67,50,53,59,59,73,72,72,49,58,37,37,37,34,27,49,42,47,46,49,28,26,28,40,27,25,39,47,47,25,35,68,49,43,30,45,43,43,77,59,78,59,23,45,45,69,25,24,51,50,30,30,46,50,73,69,59,63,64,37,38,58,74,63,73,73,50,48,56,59,57,46,32,32,35,27,27,28,32,29,37,23,31,35,40,24,40,42,52,32,25,30,22,30,37,39,38,32,35,26,36,39,34,26,35,31,41,32,27,27,24,26,26,24,25,22,32,31,30,36,32,53,46,48,48,27,27,27,28,27,27,32,30,27,28,43,29,45,68,42,65,25,41,25,25,25,19,18,25,29,29,35,34,30,30,26,28,26,26,26,30,31,26,41,23,32,51,66,49,49,26,26,29,24,23,24,24,31,24,25,26,27,24,25,41,27,23,23,22,24,22,24,24,22,54,46,22,22,24,23,26,22,27,28,23,25,24,25,23,23,24,24,25,25,24,25,24,25,28,24,22,25,24,24,23,26,26,25,24,23,22,22,23,48,32,53,21,27,26,22,24,26,22,22,22,22,23,26,27,26,24,33,56,27,23,24,24,23,29,26,25,27,25,29,25,22,22,23,22,23,22,23,19,25,20,25,22,22,25,23,23,22,22,24,23,22,22,22,22,30,22,24,23,20,22,24,23,22,22,22,23,22,22,22,22,22
"F284",49,49,49,79,62,63,44,61,59,42,32,43,60,40,49,49,43,45,46,0,45,3,46,49,51,58,60,36,65,74,64,64,41,55,62,97,62,75,80,79,58,75,58,63,65,69,79,80,80,55,68,35,35,39,36,35,59,50,55,54,59,36,34,36,46,35,33,47,55,55,33,45,78,57,49,36,51,47,47,85,63,86,63,35,53,53,75,33,32,59,58,38,38,54,58,79,77,65,67,68,45,46,72,82,71,81,81,56,54,64,67,65,54,36,36,39,35,35,36,40,37,43,31,39,39,44,32,48,50,62,42,33,40,30,36,45,47,46,40,37,30,44,47,38,34,43,39,49,40,37,39,30,34,32,32,33,34,40,39,38,44,38,59,54,52,52,35,35,35,36,35,35,40,38,35,36,51,37,53,76,50,73,33,51,33,33,33,53,52,33,37,37,43,42,38,38,34,36,34,34,34,38,39,34,47,31,40,57,72,57,57,34,34,37,32,31,32,32,39,32,33,34,35,32,33,47,35,31,31,30,32,30,32,32,30,60,54,30,30,32,31,34,30,35,36,31,33,32,33,31,31,32,32,33,33,32,33,32,33,36,32,30,33,32,32,31,34,34,33,32,31,30,30,31,56,38,61,31,35,34,30,32,34,30,30,30,30,31,34,35,34,32,41,64,35,31,32,32,31,37,34,33,35,33,37,33,30,30,31,30,31,30,31,31,35,30,33,36,36,33,31,31,30,30,32,31,30,30,30,30,38,30,32,31,32,30,32,31,30,30,30,31,30,30,30,30,30
"FB02",40,44,44,70,53,62,43,44,42,37,23,38,53,31,34,34,38,40,1,45,0,44,33,42,44,27,27,27,56,67,57,57,32,46,57,88,57,68,71,70,49,66,49,54,58,60,72,71,71,48,57,36,36,36,33,26,48,41,46,45,48,27,25,27,39,26,24,38,46,46,24,34,69,48,42,29,44,42,42,76,58,77,58,22,46,46,68,24,23,50,49,29,29,45,49,72,68,58,62,63,36,37,57,73,62,72,72,49,47,55,58,56,45,31,31,34,26,26,27,31,28,36,22,30,34,39,23,39,41,51,31,24,29,21,29,36,38,37,31,34,25,35,38,33,25,34,30,40,33,26,26,23,25,25,23,24,23,31,30,29,35,31,52,45,47,47,26,26,26,27,26,26,31,29,26,27,42,28,44,67,41,64,24,40,24,24,24,20,19,24,28,28,34,33,29,29,25,27,25,25,25,29,30,25,40,22,31,50,65,48,48,25,25,28,23,22,23,23,30,23,24,25,26,23,24,40,26,22,22,21,23,21,23,23,21,53,45,21,21,23,22,25,21,26,27,22,24,23,24,22,22,23,23,24,24,23,24,23,24,27,23,21,24,23,23,22,25,25,24,23,22,21,21,22,47,31,52,20,26,25,21,23,25,21,21,21,21,22,25,26,25,23,32,55,26,22,23,23,22,28,25,24,26,24,28,24,21,21,22,21,22,21,22,18,24,19,24,21,21,24,22,22,21,21,23,22,21,21,21,21,29,21,23,22,19,21,23,22,21,21,21,22,21,21,21,21,21
"FB27",48,50,52,78,61,62,41,60,58,41,31,42,59,39,48,48,42,44,45,3,44,0,45,48,50,57,59,35,64,73,63,63,40,54,61,96,61,74,79,78,57,74,57,62,64,68,78,79,79,54,67,34,34,40,37,34,56,49,54,53,56,35,33,35,45,34,32,46,52,52,32,44,77,56,48,35,50,46,46,84,62,85,62,34,52,52,74,32,31,58,57,37,37,53,57,78,76,64,66,67,44,45,71,81,70,80,80,55,53,63,66,64,53,37,37,40,34,34,35,39,36,42,30,38,38,45,31,47,49,61,41,32,39,29,35,44,46,45,39,38,31,43,46,39,35,42,38,48,43,36,38,29,33,31,31,32,33,39,38,37,43,37,58,53,51,51,34,34,34,35,34,34,39,37,34,35,50,36,52,75,49,72,32,50,32,32,32,52,51,32,36,36,42,41,37,37,33,35,33,33,33,37,38,33,46,30,39,56,71,56,56,33,33,36,31,30,31,31,38,31,32,33,34,31,32,46,34,30,30,29,31,29,31,31,29,59,53,29,29,31,30,33,29,34,35,30,32,31,32,30,30,31,31,32,32,31,32,31,32,35,31,29,32,31,31,30,33,33,32,31,30,29,29,30,55,37,60,30,34,33,29,31,33,29,29,29,29,30,33,34,33,31,40,63,34,30,31,31,30,36,33,32,34,32,36,32,29,29,30,29,30,29,30,30,34,29,32,35,35,32,30,30,29,29,31,30,29,29,29,29,37,29,31,30,31,29,31,30,29,29,29,30,29,29,29,29,29
"BOXR",37,41,41,67,50,61,40,47,45,34,20,35,50,28,27,27,35,37,34,46,33,45,0,37,39,38,40,20,51,62,52,54,29,43,52,81,52,65,70,69,48,63,48,51,55,57,67,68,68,45,56,29,29,31,28,23,45,38,43,42,45,24,22,24,36,23,21,35,45,45,21,33,66,45,39,26,41,39,39,73,59,74,59,23,43,43,65,19,18,47,46,26,26,42,46,71,67,57,59,60,27,26,60,70,59,69,69,46,44,52,55,53,42,30,30,21,23,23,24,24,25,25,19,27,31,36,20,36,38,50,30,21,28,18,26,25,33,26,20,31,22,32,35,32,24,31,27,37,30,25,25,20,22,22,20,21,22,26,25,24,24,16,51,42,44,44,23,23,23,24,23,23,28,26,23,20,39,25,41,64,38,61,21,39,21,21,21,37,36,21,21,21,31,24,20,20,22,24,22,20,22,26,25,22,37,19,22,49,60,45,45,22,22,25,20,19,20,20,27,20,21,22,23,20,21,37,23,19,19,18,20,18,20,20,18,50,42,18,18,20,19,22,18,23,24,19,21,20,21,19,19,20,20,21,21,20,21,20,21,22,20,18,21,20,20,19,22,22,21,20,19,18,18,19,44,20,49,19,23,22,18,20,22,18,18,18,18,19,22,17,18,18,21,52,23,19,20,20,19,17,18,21,23,21,25,21,18,18,19,18,19,18,17,19,23,18,21,24,24,21,19,19,18,18,20,19,18,18,18,18,26,18,20,19,20,18,20,19,18,18,18,19,18,18,18,18,18
"F164",46,50,50,76,59,68,49,56,54,43,29,44,59,37,40,40,44,46,43,49,42,48,37,0,4,49,51,31,60,71,61,63,38,52,63,96,63,72,77,76,57,68,57,60,64,66,74,75,75,54,65,42,42,42,39,32,54,47,52,51,54,33,31,33,45,32,30,44,54,54,30,42,75,54,48,35,50,48,48,82,60,83,60,30,52,52,74,30,29,52,51,35,35,49,55,80,74,66,68,69,36,37,69,79,66,78,78,55,53,59,64,62,51,39,39,38,32,32,33,35,34,40,28,36,40,45,29,45,47,59,39,30,37,27,35,42,42,43,35,40,31,41,44,41,35,40,36,46,39,34,34,29,31,31,29,30,31,37,36,35,39,35,60,49,53,53,32,32,32,33,32,32,37,35,32,31,48,34,48,61,45,70,30,48,30,30,30,48,47,30,34,34,40,37,35,35,31,33,31,31,31,33,34,31,44,28,35,58,67,50,50,31,31,34,29,28,29,29,36,29,30,31,32,29,30,46,32,28,28,27,29,27,29,29,27,59,49,27,27,29,28,31,27,32,33,28,30,29,30,28,28,27,27,28,28,27,28,27,30,29,29,27,30,29,29,28,31,31,30,29,28,27,27,28,51,35,58,28,32,31,27,29,31,27,27,27,27,28,31,32,31,29,36,51,32,28,29,29,28,32,29,30,32,30,34,30,27,27,28,27,28,27,28,28,32,27,30,33,33,30,28,28,27,27,29,28,27,27,27,27,35,27,29,28,29,27,29,28,27,27,27,28,27,27,27,27,27
"F242",48,52,52,78,61,70,51,58,56,45,31,46,61,39,42,42,46,48,45,51,44,50,39,4,0,51,53,33,62,73,63,65,40,54,63,98,63,74,79,78,59,70,59,62,66,68,76,77,77,56,67,44,44,44,41,34,56,49,54,53,56,35,33,35,47,34,32,46,56,56,32,44,77,56,50,37,52,50,50,84,62,85,62,32,54,54,76,32,31,54,53,37,37,51,57,82,76,68,68,69,38,39,71,81,68,80,80,57,55,61,66,64,53,41,41,40,34,34,35,37,36,42,30,38,42,47,31,47,49,61,41,32,39,29,37,44,44,45,37,42,33,43,46,43,37,42,38,48,41,36,36,31,33,33,29,30,33,39,38,37,41,37,62,51,55,55,34,34,34,35,34,34,39,37,34,33,50,36,52,65,47,72,32,50,32,32,32,50,49,32,36,36,42,39,37,37,33,35,33,33,33,35,36,33,46,30,37,60,69,52,52,33,33,36,31,30,31,31,38,31,32,33,34,31,32,48,34,30,30,29,31,29,31,31,29,61,51,29,29,31,30,33,29,34,35,30,32,31,32,30,30,29,29,30,30,29,30,29,32,33,31,29,32,31,31,30,33,33,32,31,30,29,29,30,53,37,60,30,34,33,29,31,33,29,29,29,29,30,33,34,33,31,38,53,34,30,31,31,30,34,31,32,34,32,36,32,29,29,30,29,30,29,30,30,34,29,32,35,35,32,30,30,29,29,31,30,29,29,29,29,37,29,31,30,31,29,31,30,29,29,29,30,29,29,29,29,29
"F258",49,53,53,77,62,71,52,45,43,46,32,47,62,40,39,39,47,49,26,58,27,57,38,49,51,0,2,34,65,76,66,66,41,55,66,93,66,77,80,79,60,75,60,59,67,65,81,78,78,57,68,45,45,45,42,35,57,50,55,54,57,36,34,36,48,35,33,47,55,55,33,43,76,57,51,38,53,51,51,85,65,86,65,31,53,53,77,33,32,59,58,38,38,54,58,83,79,65,71,72,45,46,66,82,71,81,81,58,56,64,67,65,54,40,40,43,35,35,36,40,37,45,31,39,43,48,32,48,50,62,40,33,38,30,38,45,47,46,40,43,34,44,47,42,34,43,39,49,42,35,35,32,34,34,32,33,32,40,39,38,44,40,61,54,54,54,35,29,29,36,35,35,40,34,35,36,51,37,53,76,50,73,33,51,33,33,33,27,26,33,37,37,43,42,38,38,34,36,34,34,34,38,39,34,49,31,40,59,74,57,57,34,34,37,32,31,32,32,39,32,33,34,35,32,33,49,35,31,31,30,32,30,32,32,30,62,54,30,30,32,31,34,30,35,36,31,33,32,33,31,31,32,32,33,33,32,33,32,33,36,32,30,33,32,32,31,34,34,33,32,31,30,30,31,56,40,61,31,35,34,30,32,34,30,30,30,30,31,34,35,34,32,41,64,31,31,32,32,31,37,34,33,35,33,37,33,30,30,31,30,31,30,31,29,33,30,33,30,30,33,31,31,30,30,32,31,30,30,30,30,38,30,32,31,30,30,32,31,30,30,30,31,30,30,30,30,30
"FB20",51,55,55,79,64,73,54,47,45,48,34,49,64,42,41,41,49,51,26,60,27,59,40,51,53,2,0,36,67,78,68,68,43,57,68,93,68,79,82,81,62,77,62,61,69,67,83,80,80,59,70,47,47,47,44,37,59,52,57,56,59,38,36,38,50,37,35,49,57,57,35,45,78,59,53,40,55,53,53,87,67,88,67,33,55,55,79,35,34,61,60,40,40,56,60,85,81,67,73,74,47,48,68,84,73,83,83,60,58,66,69,67,56,42,42,45,37,37,38,42,39,47,33,41,45,50,34,50,52,64,42,35,40,32,40,47,49,48,42,45,36,46,49,44,36,45,41,51,44,37,37,34,36,36,34,35,34,42,41,40,46,42,63,56,56,56,37,31,31,38,37,37,42,36,37,38,53,39,55,78,52,75,35,53,35,35,35,27,26,35,39,39,45,44,40,40,36,38,36,36,36,40,41,36,51,33,42,61,76,59,59,36,36,39,34,33,34,34,41,34,35,36,37,34,35,51,37,33,33,32,34,32,34,34,32,64,56,32,32,34,33,36,32,37,38,33,35,34,35,33,33,34,34,35,35,34,35,34,35,38,34,32,35,34,34,33,36,36,35,34,33,32,32,33,58,42,63,33,37,36,32,34,36,32,32,32,32,33,36,37,36,34,43,66,33,33,34,34,33,39,36,35,37,35,39,35,32,32,33,32,33,32,33,31,35,32,35,32,32,35,33,33,32,32,34,33,32,32,32,32,40,32,34,33,32,32,34,33,32,32,32,33,32,32,32,32,32
"ULYS",27,31,31,57,40,51,30,41,39,24,10,25,40,18,27,27,25,27,28,36,27,35,20,31,33,34,36,0,43,54,44,44,19,33,44,77,44,55,60,59,38,53,38,41,45,47,59,58,58,35,46,23,23,23,20,13,37,28,33,32,37,14,12,14,26,13,11,25,39,39,11,23,56,35,29,16,31,31,31,63,49,64,49,13,33,33,55,11,10,37,36,16,16,32,36,61,57,47,49,50,21,22,50,60,49,59,59,36,34,42,45,43,32,20,20,21,13,13,14,18,15,23,9,17,21,26,10,26,28,40,20,11,18,8,16,23,25,24,18,21,12,22,25,22,16,21,17,27,24,15,17,10,12,10,10,11,12,18,17,16,22,18,41,32,34,34,13,13,13,14,13,13,18,16,13,14,29,13,31,54,28,51,11,29,11,11,11,31,30,11,11,11,21,18,14,14,12,14,12,12,12,16,17,12,27,9,16,39,52,35,35,12,12,15,10,9,10,10,17,10,11,12,13,10,11,27,13,9,9,8,10,8,10,10,8,40,32,8,8,10,9,12,8,13,14,9,11,10,11,9,9,10,10,11,11,10,11,10,9,14,10,8,11,10,10,9,12,12,11,10,9,8,8,9,34,18,39,9,13,12,8,10,12,8,8,8,8,9,12,9,10,8,13,42,13,9,10,10,9,15,12,11,13,11,15,11,8,8,9,8,9,8,9,9,13,8,11,14,14,11,9,9,8,8,10,9,8,8,8,8,16,8,10,9,10,8,10,9,8,8,8,9,8,8,8,8,8
